,forward,installCost,power,backward,noOfSens
0,0.02265621938877965,2230.0,710.0,0.6065005247912962,71
1,0.7713206974862077,1110.0,330.0,0.05734242872817503,33
2,0.7515365672288424,1220.0,370.0,0.012795728735539939,37
3,0.015887215643910713,2660.0,790.0,0.5486158696330828,79
4,1.0190204778176206,1210.0,350.0,0.022835689426797496,35
5,0.01688103760280073,2600.0,790.0,0.5979413011401181,79
6,0.03401209669686319,2670.0,780.0,0.4078615273924073,78
7,0.8737409539728235,1170.0,330.0,0.02709653589781245,33
8,0.6407479532270174,1350.0,420.0,0.013644745196258905,42
9,0.7915034160325524,1240.0,350.0,0.03436653747100072,35
10,0.03623356560495564,1980.0,660.0,0.5245355998203926,66
11,0.02400112985635242,2490.0,750.0,0.4553161772180485,75
12,0.7316334252622901,1210.0,350.0,0.05289468231539748,35
13,0.018935510123210295,2620.0,770.0,0.48805147706172836,77
14,0.10861923352172104,1610.0,490.0,0.28607539618272443,49
15,0.5840647519131309,1180.0,380.0,0.04375514518747036,38
16,0.0645369246946013,2330.0,670.0,0.30086114635972433,67
17,0.0647882050374867,1680.0,510.0,0.3750099253250558,51
18,0.0333660944740999,2110.0,680.0,0.4858749227606647,68
19,0.018506951851433008,2440.0,740.0,0.5544881872359564,74
20,0.08011018862008551,2290.0,650.0,0.30475320988128657,65
21,0.8670960576669277,1270.0,350.0,0.03185859801373429,35
22,0.4231217542667975,1770.0,540.0,0.04253259379013885,54
23,0.6342543822735666,1450.0,440.0,0.01466406121855552,44
24,0.3236733124404893,1960.0,590.0,0.08701357978087015,59
25,0.29018011143573225,1860.0,570.0,0.10168254389604998,57
26,0.3852378985541924,2010.0,600.0,0.05411427490751931,60
27,0.09980485925488546,1550.0,520.0,0.35701638597190355,52
28,0.25953521468364094,2070.0,630.0,0.17391087637362976,63
29,0.1125532633418771,1430.0,460.0,0.34055326648713796,46
30,0.21587251721058132,2500.0,770.0,0.2075712040157308,77
31,0.07424295364588405,1910.0,580.0,0.35729115565143194,58
32,0.10452564768180729,1910.0,550.0,0.25741867882768826,55
33,0.4138475420115335,1440.0,480.0,0.10826485183360086,48
34,0.25859002742899206,2210.0,640.0,0.1472322900887614,64
35,0.7458935823967557,1170.0,360.0,0.013231030210976005,36
36,0.15960320205032116,1560.0,480.0,0.22586275862715963,48
37,0.2213731016159501,2390.0,730.0,0.20501494502999038,73
38,0.4687904889715179,1490.0,460.0,0.016322318378867617,46
39,0.12033885386216163,1660.0,500.0,0.2773619355363585,50
40,0.19947792897325667,1230.0,390.0,0.2394389261502472,39
41,0.09463958764056764,1800.0,540.0,0.3198039670097198,54
42,0.18480889228018751,1400.0,430.0,0.23385627866808356,43
43,0.31319008335784726,1570.0,530.0,0.12572858475741844,53
44,0.04239408647658217,1820.0,580.0,0.41627430808038285,58
45,0.01883767978948821,2640.0,780.0,0.5383192407007983,78
46,0.22830641506587734,2170.0,680.0,0.19060960590545029,68
47,0.1231739670250005,1600.0,500.0,0.31113186639204393,50
48,0.06368543836113012,1730.0,520.0,0.3854227048169972,52
49,0.023726312123984124,2220.0,690.0,0.5646052308374251,69
50,0.30304907749154303,1930.0,560.0,0.1219472069815199,56
51,0.48746702556701066,1270.0,410.0,0.03547172371109194,41
52,0.40244309656597016,1430.0,490.0,0.0820540547421943,49
53,0.12704691950768798,1470.0,450.0,0.26799039836181104,45
54,0.5631830577629651,1280.0,400.0,0.024195361681978573,40
55,0.021875732704448026,2370.0,720.0,0.5493481900710108,72
56,0.036329385283984716,1880.0,610.0,0.43793561162554173,61
57,0.7746574042009403,1160.0,340.0,0.05681001122263966,34
58,0.2465532824315242,1250.0,370.0,0.26771082703831744,37
59,0.5358623174963851,1160.0,370.0,0.045064561421040795,37
60,0.06459229054160949,2250.0,660.0,0.3055971857730709,66
61,0.17587913957380544,1340.0,400.0,0.24836463290115854,40
62,0.022811672508127368,2140.0,680.0,0.5887096392543095,68
63,0.24370763610091215,2250.0,690.0,0.15665970164707688,69
64,0.5238525272584841,1260.0,390.0,0.06886147665539681,39
65,0.2947639170490309,1790.0,550.0,0.16145692959074948,55
66,0.2778261270022071,2410.0,680.0,0.11471862021471728,68
67,0.2713637931118606,2190.0,630.0,0.1186871794092305,63
68,0.026276421531826275,2200.0,680.0,0.559000001606892,68
69,0.4854264559903671,1430.0,430.0,0.028954983085267717,43
70,0.04717086349587446,1720.0,560.0,0.4159935369663885,56
71,0.25023186766548383,1990.0,620.0,0.19398730612935763,62
72,0.28702427801711367,1840.0,590.0,0.20023017567908244,59
73,0.5678287545495122,1310.0,400.0,0.016211159289863872,40
74,0.21935952403353387,2540.0,760.0,0.19306930722613322,76
75,0.564816424659789,1310.0,400.0,0.019308584639608977,40
76,0.25506421709955435,1210.0,380.0,0.2165343934507592,38
77,0.026943893538240806,2120.0,640.0,0.40934622343659327,64
78,0.13229523237579166,1410.0,450.0,0.27681179934753636,45
79,0.13572309828612308,1830.0,510.0,0.23991827679698904,51
80,0.5190229362749167,1500.0,450.0,0.022159264315419022,45
81,0.33634701991498545,1570.0,530.0,0.08485348182428291,53
82,0.1525760542982856,1450.0,440.0,0.23983435044467158,44
83,0.036716885283988636,2600.0,760.0,0.39216187115591844,76
84,0.019049188680639692,2570.0,760.0,0.48795593100837803,76
85,0.048784126437805886,1980.0,600.0,0.39478868324610844,60
86,0.06339965067132818,2430.0,690.0,0.3033094066534914,69
87,0.4313409415368103,1700.0,520.0,0.035586555373970354,52
88,0.02433593922659297,2240.0,700.0,0.5380898553293448,70
89,0.26473675518290984,2060.0,610.0,0.17375726825618512,61
90,0.34168048797833883,1510.0,500.0,0.07309992844354384,50
91,0.4870883055665262,1380.0,420.0,0.02736060977254952,42
92,0.05701289902537882,2010.0,630.0,0.3354848338757692,63
93,0.2406447740526709,2210.0,670.0,0.16045937359197707,67
94,0.03808906598282786,1940.0,610.0,0.42951373485194105,61
95,0.0628503310787862,1830.0,540.0,0.38056829141398846,54
96,0.2342299619730834,2140.0,650.0,0.19395113406810674,65
97,0.14711490912489575,1570.0,470.0,0.23776914978549893,47
98,0.31810073733170235,1560.0,540.0,0.13328484434358442,54
99,0.0592822041212789,2390.0,700.0,0.30166935710946446,70
