,Floor4Z5,Floor4Z4,Floor6Z4,Floor6Z5,Floor6Z1,Floor4Z2,Floor6Z2,Floor4Z1,Floor5Z5,Floor5Z4,Floor5Z1,Floor5Z2
0,-1000.0,128.28521605407872,118.11208404484897,85.28241375911551,133.51216731878515,35.54356063762248,324.8078643194679,150.4113873434454,158.2696689469985,117.22533895363995,112.21564092905125,47.13699211485088
1,132.39427898364423,-1000.0,84.13853489693606,58.635587551167845,127.97536529262763,16.273536350879247,316.5885009305635,85.68168187930402,113.46775764826529,126.28072682448808,118.47779484318725,34.038762194954735
2,164.12208498018506,153.31641535260223,-1000.0,18.452204273570132,179.17122157283129,47.18739518510257,349.90368790153786,178.20005052015404,174.26741208056373,165.81525233930117,200.28593058495557,71.56624791746133
3,133.95393928752236,138.1790157948399,18.113054857241828,-1000.0,155.76199142294035,35.914491714036494,302.6980212469095,152.72605761811167,153.2625164586334,161.50953937255915,183.00527026886576,59.57416478282458
4,190.19662698302915,149.14427070366767,69.12304188250916,59.07998180751205,-1000.0,47.44712943126345,268.3936941218304,133.8673316329199,121.85850070591476,110.04546167772995,84.6380631013533,49.17738114895596
5,137.74003893796393,41.05405909486931,76.22103899837568,53.450988491475705,122.17125201347463,-1000.0,307.3145647232318,51.41036651303168,100.94364468400957,129.22597911252885,112.32445413580258,27.492342283832407
6,294.1452250413406,193.59542165096963,144.69570823754827,114.36279374176473,154.7478436608,70.57132768594117,-1000.0,195.81799266574617,148.56328729888392,155.5009723540929,155.93275578753108,75.57433802386015
7,159.02897611877648,74.67122503788131,75.86102617299463,58.96203188653949,121.09012939815398,12.393873125140493,322.9104866996837,-1000.0,108.20358775850313,125.46552491246506,112.68420519744429,26.548492372304498
8,312.58850855983206,214.66486339823692,189.80953340244795,160.7154202905321,194.95705134769455,100.74604934167945,303.3443815136688,200.24261439033037,-1000.0,77.66371446015245,155.6010202491738,90.51443390809992
9,103.47807472326136,168.05769620570288,80.14936093513874,69.42069041015402,69.41655650942576,52.916454589536784,293.62894139477874,156.44062768708136,75.07794940711835,-1000.0,59.21457617150768,49.1008839939031
10,185.36400553425605,142.42561821768095,120.90393203415785,101.7847006093471,73.46937009709998,56.56186794265681,286.3256238997808,129.07418778791623,75.73710511733383,54.59731707255337,-1000.0,33.58845015799299
11,122.09270034699453,67.49519838097127,115.32589296947856,95.867458429122,124.55583768765202,27.482268018142975,357.700272596077,69.96654410806919,163.1497595663788,135.07883160013535,81.40211518175506,-1000.0
